Title,kinopoiskId,Year,Rating Kinopoisk
Затерянный город,4308624,2022,6.208
Последняя смена,770917,2014,5.734
Кукла,883748,2015,6.117
Паранойя,252268,2007,7.442
Молда,7055773,2025,8.179
Гипнотик,1319157,2023,6.766
Полночь с дьяволом,5024418,2023,6.204
Заклятье. Дом 32,1303058,2020,5.882
Легенды наших предков,6095404,2025,7.646
Монстр,6177,2003,7.117
Грешники,5499518,2025,6.661
Новые мутанты,910085,2020,5.593
Запрос в друзья,810130,2015,5.474
Перси Джексон и Море чудовищ,581932,2013,6.25
Прогулка среди могил,596274,2014,6.617
Спуск 2,417879,2009,6.013
Талли,977383,2017,7.105
Химера,397244,2009,5.783
Добыча,4324674,2022,6.574
Фуриоса: Хроники Безумного Макса,1388409,2024,7.142
Шесть демонов Эмили Роуз,84967,2005,7.176
Бессонница,712,2002,7.365
В ловушке,5454708,2023,6.049
Чёрный Адам,1009017,2022,6.074
Крутые меры,678233,2016,6.855
Исчезнувший,1436464,2021,6.262
Холоп из Парижа,5949652,2024,6.217
Рассказы,656093,2012,7.095
Параллельные миры,481086,2011,6.458
Пила: Спираль,1266725,2020,5.466
Небоскреб,1041734,2018,6.086
Опасный метод,493194,2011,6.622
Чёрная Пантера: Ваканда навеки,1199773,2022,6.169
Клуб «Завтрак»,21844,1985,7.994
Холоп. Великолепный век,5495322,2024,6.458
Каникулы,484426,2015,6.464
Мертвец,2272,1995,7.864
Орел и решка. Кино,4642823,2021,4.957
Гагарин. Первый в космосе,676361,2013,7.115
Джей и Молчаливый Боб наносят ответный удар,719,2001,7.178
Неспящие в Сиэттле,1573,1993,7.687
Qazaq Alemi,6700462,2024,7.974
Спутник,1162604,2020,6.341
Рестлер,402514,2008,7.555
Мизери,1574,1990,7.747
Старик Хоттабыч,43976,1956,7.879
Спайс бойз,1325574,2019,6.731
Под водой,1031442,2019,6.074
Тариф Новогодний,406141,2008,7.124
Город Эмбер: Побег,279916,2008,6.788
Родной очаг,8738137,2025,8.299
Пила X,5080630,2023,6.892
Тайный Санта,4901797,2022,7.067
"Здравствуй, папа, Новый год!",484428,2015,6.417
Орел Девятого легиона,455353,2010,6.842
Тайлер Рейк: Операция по спасению,1190387,2020,6.878
Minecraft в кино,838574,2025,6.034
Девятая,972742,2019,6.831
Звезда,41360,2002,7.96
Удача Логана,980011,2017,6.879
Римские приключения,585340,2012,7.012
Без чувств,5084,1998,7.418
Втроём,5119634,2024,7.289
Долгая прогулка,1290942,2025,6.465
Закатать в асфальт,1040748,2018,7.045
Середина 90-х,1040690,2018,7.377
Американский пирог 3: Свадьба,4300,2003,7.037
Обещать – не значит жениться,392557,2008,7.104
SuperАлиби,977842,2016,6.831
Турецкий гамбит,40775,2005,7.239
За нас с вами,4856092,2023,7.316
Марафон желаний,1228547,2020,5.82
Пила 3,184417,2006,7.038
Девушка из Дании,431148,2015,6.963
Ошибка времени,736209,2014,6.786
Красотка на взводе,1262095,2021,6.358
Конец света 2013: Апокалипсис по-голливудски,462514,2013,6.083
Необычайные приключения Адель,462666,2010,6.372
Шаг вперёд: Всё или ничего,734276,2014,6.389
Связь,760829,2012,6.98
72 часа,842524,2015,7.315
Контакт,1950,1997,7.924
Лето,1009413,2018,7.396
Мэверик,4378,1994,8.067
Тёмные отражения,991097,2018,6.182
Остров на троих,79893,2005,5.982
Белый снег,1345722,2021,8.05
Новейший завет,840470,2015,6.853
Хантер Киллер,589787,2018,6.494
Вавилон Н.Э.,9458,2008,6.101
Сторож,1046033,2019,6.624
Сибирский цирюльник,16445,1998,7.863
Типа копы,760469,2014,6.62
Сердце Ангела,7471,1987,7.383
Париж. Всё включено,5355835,2023,7.049
"Все умрут, а я останусь",412248,2008,5.782
Жизнь задом наперед,302080,2007,7.745
Дьявол,464168,2010,6.717
Небесная команда,4390405,2021,7.652
Простые сложности,424037,2009,7.246
Рекрут,306,2003,7.324
В гостях у Элис,987151,2017,6.711
Собачья жизнь 2,1122114,2019,8.085
Чужой 4: Воскрешение,3935,1997,6.676
Дело было в Пенькове,44123,1957,8.351
Герой наших снов,5119522,2023,6.242
Джиа,77036,1998,7.857
Центурион,437833,2009,6.699
Триггер: Экстра,5431108,2023,7.904
На цепи,10956019,2025,7.192
Франкенштейн,464475,2025,7.383
Дитя робота,1067645,2018,6.751
Иные,1178683,2018,6.657
Жездуха Кореяда,9840080,2025,7.601
База «Клейтон»,4572,2003,7.304
13-й воин,10273,1999,7.431
Неукротимая страсть,5053788,2023,6.734
Крик 4,420072,2011,6.118
Королева бензоколонки,44927,1962,7.97
Эволюция Борна,409194,2012,6.624
Первая ведьма,1145122,2019,6.085
Аферисты Дик и Джейн,61438,2005,7.025
Ганнибал: Восхождение,50948,2006,6.927
Кролик Питер,968043,2018,7.121
Банши Инишерина,1354524,2022,7.49
Вонка,1013343,2023,7.152
Президент Линкольн: Охотник на вампиров,502302,2012,5.942
Сказка о потерянном времени,43811,1964,8.182
Золушка,45398,1947,8.101
Женщины,272014,2008,6.463
Солдат Джейн,2609,1997,7.252
Легенды Саванны,1139480,2018,7.193
Непослушник,4290071,2022,6.448
Макс Пэйн,195608,2008,6.076
Как выйти замуж за миллиардера,470447,2010,6.918
Ресторан без имени,1108800,2022,7.555
Лига выдающихся джентльменов,7975,2003,6.887
Мой шпион,1179073,2020,7.043
Моя ужасная няня 2,458233,2010,6.45
Голубая пещера,6423989,2024,6.965
День независимости: Возрождение,505827,2016,5.44
Бабадук,675216,2014,5.743
Три девятки,565861,2015,6.309
Иррациональный человек,840992,2015,6.849
Ларри Краун,496839,2011,6.922
Охотники на гангстеров,468564,2013,6.999
Досье «Чёрная канарейка»,4993393,2024,6.591
Уцелевший,4786340,2023,6.851
Агент Джонни Инглиш,7983,2003,6.722
101 далматинец,2380,1996,6.831
Баллада Бастера Скраггса,1008879,2018,7.214
Нимфоманка: Часть 2,813476,2013,6.831
Завтрак у папы,913506,2015,6.714
Братство,1114965,2019,6.892
Август,462273,2013,7.397
Вирус,766637,2013,6.882
Соучастник,61325,2004,7.448
Из 13 в 30,5842,2004,6.889
"Поймай толстуху, если сможешь",606698,2013,6.242
Кристофер Робин,1033352,2018,7.409
Королевская битва,604,2000,7.27
Убийство на яхте,505995,2019,6.397
Эта замечательная жизнь,348,1947,8.447
Земля кочевников,1238506,2020,7.215
Совокупность лжи,281449,2008,7.205
Дети шпионов 2: Остров несбывшихся надежд,842,2002,6.17
Смешанные,760565,2014,6.806
Доброе утро,437040,2010,7.151
Планета обезьян,4375,2001,6.774
14+ Продолжение,4489519,2023,5.886
Тайное влечение,647453,2012,6.708
Один настоящий день,5047485,2022,7.146
Несносные леди,923901,2016,6.451
Таптым-ау сені 2,6441871,2024,7.652
"Угадай, кто?",47257,2005,7.105
Хочу как ты,471587,2011,6.747
Рэй,5319,2004,8.051
"Огонь, вода и ... медные трубы",42747,1967,8.122
Старый Генри,4293245,2021,7.079
Календарь дьявола,1388586,2020,6.366
Счастливого нового дня смерти,1121425,2019,6.209
Идеальный дворец Фердинанда Шеваля,1077074,2017,8.035
Код доступа «Кейптаун»,507818,2012,6.846
Ягуар,14292,1996,7.343
Гретель и Гензель,1209712,2020,5.903
Выжить в Калахари,5453737,2024,5.663
Влюблен по собственному желанию,45798,1982,8.138
Затащи меня в Ад,405514,2009,6.128
Щелкунчик и четыре королевства,975292,2018,6.176
Виктория,1438350,2020,7.375
Безмолвное братство,6021005,2024,6.747
Одноклассники 2,663191,2013,6.043
Серена,462525,2014,6.336
Пункт назначения 3,89674,2006,6.355
Максин XXX,5103848,2024,6.018
Шоколад,889858,2015,7.352
Ритмы мечты,5965591,2025,8.171
Принц из рая,5082344,2023,6.698
Леди Бёрд,958293,2017,7.007
Из ада,677,2001,7.492
Семь лет в Тибете,5423,1997,7.795
Меня зовут Кхан,406340,2010,8.097
Парк Юрского периода 2: Затерянный мир,1060,1997,7.029
Я слежу за тобой,1405964,2024,7.06
"Мама, я дома",4517648,2021,6.855
Ангелы Чарли,633,2000,6.583
Рэмбо: Первая кровь 2,6352,1985,6.752
Инопланетное вторжение: Битва за Лос-Анджелес,427542,2011,5.756
Охотники за привидениями 2,2461,1989,7.58
Отчаянный,8826,1995,7.67
Освобождение: Огненная дуга,94296,1968,8.469
Скайлайн,493223,2010,4.727
Цена страсти,484621,2011,7.179
"Я, Франкенштейн",461934,2013,5.278
Весури,1344498,2019,7.216
Экстрасенс,542668,2011,6.749
Рубеж,1002714,2017,6.883
Виктор Франкенштейн,596985,2015,6.192
Город ангелов,4171,1998,7.87
Родня,42115,1981,8.085
Сын,4472975,2022,7.256
Джули и Джулия: Готовим счастье по рецепту,402542,2009,7.631
Сожалею о тебе,8075521,2025,7.123
Глубокое синее море,9528,1999,6.998
Шаг вперед 3D,409185,2010,7.212
Эволюция,5413,2001,6.985
"Весна, лето, осень, зима... и снова весна",47814,2003,7.942
Республика ШКИД,42088,1966,8.321
Доспехи Бога 3: Миссия Зодиак,654749,2012,6.503
Оно. Новая глава,5939992,2024,6.281
Худший человек на свете,4479538,2021,7.068
Андрей Рублев,8385,1966,8.235
О чем на самом деле «Анора»,6801868,2024,7.192
Быстрее ветра,7374031,2025,7.58
Ты умеешь хранить секреты?,1178301,2019,6.333
Поезд на Дарджилинг. Отчаянные путешественники,278185,2007,7.161
Взвод,468,1986,8.001
Седьмой сын,408396,2014,5.835
Деревья на асфальте,567118,1984,8.697
Пункт назначения 5,506349,2011,6.069
Экстаз,1118214,2018,6.857
Папа-досвидос,462884,2012,6.142
Пираньи 3D,171728,2010,5.349
16 кварталов,101711,2006,7.288
Пара на праздники,1245693,2020,6.638
Дамбо,841636,2019,6.841
Операция «Валькирия»,309475,2008,7.376
Мулен Руж,558,2001,7.852
Страшные сказки,808175,2015,6.444
Райское озеро,373158,2008,6.916
Запретное царство,271999,2008,7.171
Бандитки,81102,2006,6.748
Забирая жизни,23148,2004,7.158
Мидуэй,1045457,2019,6.998
Кровавый четверг,15641,1998,7.848
Отпетые напарники,689957,2015,6.497
Конан-варвар,261271,2011,5.727
Геймер,325393,2009,6.615
Знахарь,80749,1981,8.173
Рубеж выживания,975402,2023,5.5
Подарок,888304,2015,6.452
Штурм Белого дома,675649,2013,6.627
Главная роль,1344821,2021,7.021
Кома,933208,2020,6.477
Ип Ман 3,762466,2015,7.388
Девять ярдов 2,8047,2003,6.895
Громовержцы*,5001443,2025,6.772
Хозяин морей: На краю Земли,5565,2003,7.638
На войне как на войне,46285,1968,8.573
Великая красота,677566,2013,7.776
Живой,256503,2006,7.086
Рэкетир,398936,2007,7.666
Как приручить дракона,5267432,2025,8.044
Так близко к горизонту,1205590,2019,7.056
Нечисть,4778700,2023,6.213
У холмов есть глаза,160931,2006,6.57
Прошлые жизни,1346482,2023,7.381
Он вам не Димон,1043713,2017,9.152
Ужас Амитивилля,63732,2005,6.708
Матильда,705382,2017,5.847
Примадонна,843562,2016,7.327
Открытое море: Игра на выживание,5073073,2023,5.962
Полный облом,220497,2006,7.102
Хлоя,438890,2009,6.774
Я богиня,5088693,2023,6.806
Мисс Конгениальность,755,2000,7.087
Пункт назначения 4,405753,2009,5.658
Про уродов и людей,7650,1998,7.064
Яга. Кошмар тёмного леса,1124682,2020,5.699
Видок,872,2001,7.164
Битлджус Битлджус,623807,2024,6.973
Всегда,635370,2011,8.167
Елена,501958,2011,7.214
Король вечеринок,6519,2001,7.009
Хроника,559242,2012,6.691
Лето. Одноклассники. Любовь,495017,2011,5.976
Астерикс и Обеликс в Британии,501172,2012,5.789
Код Красный,1102365,2018,7.339
Бункер,48246,2004,7.812
Заступник,1152767,2020,6.387
Вершина страха,1163031,2022,6.685
Девушка с татуировкой дракона,402099,2009,7.707
Три,1445078,2020,6.399
Рождество кота Боба,1338020,2020,7.86
Другой мир: Восстание ликанов,258772,2008,6.834
Шопоголик,395679,2009,6.676
Четвёртый вид,410267,2009,6.231
Поцелуй дракона,727,2001,7.693
Идеальный побег,281409,2009,6.92
Любовь,842227,2015,6.378
Этот неловкий момент,663695,2015,6.328
Одна,4497446,2021,6.634
"Умри, моя любовь",5312505,2025,5.867
Красная жара,2697,1988,6.774
Тополиный пух,5363159,2023,6.718
Вавилон,1283955,2022,7.435
Час пик 3,22978,2007,7.028
G.I. Joe: Бросок кобры 2,494839,2013,5.794
Гнев Титанов,518128,2012,5.992
Миллион способов потерять голову,722886,2014,6.26
В осаде,4053,1992,7.335
Царь скорпионов,3665,2002,6.591
Цыпочка,314,2002,6.868
Олигарх,38795,2002,7.298
Короче,462200,2017,5.742
Большая гонка. Ауди против Лянчи,4965334,2024,6.785
Клуб любителей книг и пирогов из картофельных очистков,467760,2018,7.657
8 женщин,580,2001,7.614
Геракл,461958,2014,6.024
Волшебная страна,4511,2004,7.875
Короче говоря,1302363,2020,7.319
Проект «Адам»,714185,2022,6.611
Помнить,868982,2015,7.743
Молчание ангелов,5234126,2023,6.417
Три икса: Мировое господство,428709,2016,5.329
Если только,23275,2003,7.605
Любовь не по размеру,915039,2016,6.972
Игра на выживание,580679,2012,6.335
Джек – покоритель великанов,462453,2013,6.312
Плохой парень и я,6081178,2024,7.023
Операция «Мертвый снег»,426314,2009,5.766
Волчок,461862,2009,6.987
Тайна в их глазах,568355,2015,6.774
Папа из спецназа,4477115,2023,6.298
Уличный кот по кличке Боб,930442,2016,7.757
Анон,979121,2017,6.428
Форсаж 10,959062,2023,5.996
Фея,1254046,2019,6.913
Асса,43545,1987,7.888
Чёрный телефон,4368595,2021,6.656
Элвин и бурундуки 3,502036,2011,5.34
Ведьма,865302,2015,6.648
28 лет спустя,5445182,2025,6.125
